image_name,color0,color1,color2,color3,color4,color5,color6,color7,color8,color9
04935-casio1.jpg,#2c1608,#af4035,#d9603b,#d99058,#654321,#fad6a5,#e6be8a,#321414,#a67b5b,#1a1110
37303-8andrew.jpg,#826644,#c19a6b,#fbceb1,#3d2b1f,#a67b5b,#cd5b45,#e6be8a,#1a2421,#4b3621,#4b3621
31246-finding.jpg,#6f4e37,#c2b280,#3d2b1f,#321414,#d2b48c,#a67b5b,#edc9af,#654321,#592720,#722f37
15923-tempes.jpg,#321414,#6f4e37,#1a1110,#1a2421,#4d5d53,#555,#c19a6b,#654321,#1a1110,#a0785a
00707-winter.jpg,#645452,#796878,#321414,#a99a86,#8b8589,#dbd7d2,#8b8589,#dcdcdc,#808080,#1a1110
19119-20vanaar.jpg,#7c4848,#1a2421,#c19a6b,#fae7b5,#3d2b1f,#e6be8a,#cb6d51,#483c32,#674846,#483c32
20703-family2.jpg,#826644,#3d2b1f,#a99a86,#cfcfc4,#4f666a,#1a2421,#1a2421,#dcdcdc,#91a3b0,#654321
10233-1venus06.jpg,#1a2421,#c19a6b,#826644,#f5deb3,#1a1110,#1a1110,#1a1110,#d3d3d3,#91a3b0,#483c32
43993-1bladel.jpg,#321414,#6f4e37,#c19a6b,#1a2421,#ecebbd,#722f37,#696969,#a67b5b,#aa98a9,#e6be8a
29493-drawingl.jpg,#1a1110,#801818,#aa381e,#3c1414,#701c1c,#b38b6d,#cd5b45,#aa98a9,#dcdcdc,#d6cadd
34833-vanitas.jpg,#1a2421,#1a2421,#1a2421,#635147,#bc987e,#483c32,#eae0c8,#50404d,#483c32,#1a2421
35500-30mythol.jpg,#321414,#635147,#bc987e,#eae0c8,#1a1110,#dcdcdc,#91a3b0,#483c32,#654321,#918151
09531-triptyc1.jpg,#2c1608,#79443b,#1a1110,#c19a6b,#592720,#100c08,#7c4848,#f5deb3,#701c1c,#000
18258-0706grec.jpg,#1a2421,#1a2421,#645452,#1a2421,#1a1110,#a99a86,#555,#eae0c8,#555,#555d50
09507-choice1.jpg,#1a1110,#bc987e,#635147,#e9d66b,#cfcfc4,#b5a642,#654321,#1a2421,#1a1110,#a57164
44194-pair2.jpg,#d3d3d3,#6f4e37,#e5e4e2,#3c341f,#918151,#bc987e,#4b5320,#a2add0,#dcdcdc,#aec6cf
24660-becket1.jpg,#af4035,#cd9575,#1a2421,#1a1110,#cd5b45,#7c4848,#eae0c8,#321414,#555,#673147
12354-h_landsc.jpg,#1a1110,#321414,#7c4848,#eae0c8,#bc987e,#bc8f8f,#4b3621,#e6be8a,#1a1110,#a67b5b
33035-09leo_x.jpg,#321414,#100c08,#933d41,#1a1110,#701c1c,#bc987e,#e34234,#eae0c8,#e6be8a,#100c08
37525-2farnes.jpg,#7c4848,#bc987e,#3d2b1f,#e3dac9,#4b3621,#3d2b1f,#645452,#a67b5b,#dea5a4,#979aaa
44309-stpeter3.jpg,#e5aa70,#79443b,#321414,#fad6a5,#e6be8a,#1a1110,#8c92ac,#701c1c,#696969,#cd5b45
36356-pompei1.jpg,#79443b,#2c1608,#a99a86,#eae0c8,#4b3621,#9f8170,#4f666a,#d2b48c,#343434,#253529
43719-young_wi.jpg,#100c08,#c19a6b,#321414,#826644,#fadfad,#e6be8a,#3d2b1f,#66424d,#722f37,#a67b5b
17622-louisphi.jpg,#826644,#3d2b1f,#b78727,#1a2421,#c19a6b,#1a2421,#801818,#4f666a,#654321,#536878
23287-01barto2.jpg,#321414,#826644,#1a1110,#c19a6b,#b87333,#f5deb3,#1a2421,#e6be8a,#654321,#1a1110
42185-madonna.jpg,#3d2b1f,#6f4e37,#1a1110,#c19a6b,#1a2421,#4b3621,#b87333,#e6be8a,#592720,#1a2421
40765-08icon.jpg,#c19a6b,#826644,#f5deb3,#1a1110,#1a2421,#cd5b45,#e6be8a,#1a2421,#555d50,#654321
03503-giacinta.jpg,#321414,#826644,#bc987e,#e3dac9,#696969,#536878,#cb6d51,#100c08,#701c1c,#100c08
28371-stillif1.jpg,#1a1110,#826644,#c19a6b,#1a1110,#a67b5b,#1a2421,#edc9af,#e6be8a,#654321,#882d17
08510-1lands10.jpg,#7c4848,#a99a86,#3d2b1f,#cfcfc4,#1a2421,#a9a9a9,#483c32,#645452,#c9c0bb,#a0785a
18466-curse2.jpg,#1a2421,#6f4e37,#c19a6b,#483c32,#1a2421,#edc9af,#1a1110,#a0785a,#1a2421,#e6be8a
37253-50child.jpg,#bc987e,#826644,#321414,#e3dac9,#1a2421,#a0785a,#36454f,#e6be8a,#1a2421,#4b3621
24069-3sposi01.jpg,#bc987e,#826644,#3d2b1f,#edc9af,#a67b5b,#e6be8a,#4b3621,#321414,#a2a2d0,#645452
23125-15birth.jpg,#933d41,#cd9575,#fff,#fbceb1,#3d2b1f,#3d2b1f,#882d17,#1a2421,#645452,#ad6f69
09845-courb108.jpg,#3d2b1f,#6f4e37,#72a0c1,#c19a6b,#1a1110,#483c32,#a67b5b,#979aaa,#5d8aa8,#708090
17952-winterla.jpg,#a99a86,#836953,#321414,#dbd7d2,#aa98a9,#9f8170,#dcdcdc,#1a1110,#a9a9a9,#4b3621
38891-main08.jpg,#79443b,#bc987e,#3d2b1f,#979aaa,#cfcfc4,#654321,#aa98a9,#1a2421,#d6cadd,#a67b5b
38574-kitch_sc.jpg,#3d2b1f,#79443b,#b38b6d,#4b3621,#f5deb3,#a57164,#321414,#e6be8a,#a0785a,#483c32
32449-plague.jpg,#1a2421,#7c4848,#343434,#c19a6b,#3d2b1f,#483c32,#50404d,#483c32,#a67b5b,#d2b48c
03703-bankoise.jpg,#efdecd,#c3b091,#836953,#e5e4e2,#696969,#1a2421,#4f666a,#aa98a9,#1a2421,#c9c0bb
15324-cortona5.jpg,#a99a86,#645452,#1a1110,#aa98a9,#979aaa,#1a2421,#918151,#645452,#c9c0bb,#c9c0bb
37011-concarn1.jpg,#a99a86,#6f4e37,#aa98a9,#3c341f,#555,#645452,#353839,#654321,#343434,#36454f
22320-42parrot.jpg,#a99a86,#1a2421,#826644,#1a2421,#1a1110,#1a1110,#4d5d53,#aa98a9,#91a3b0,#918151
09196-elegant.jpg,#836953,#1a2421,#98817b,#1a2421,#654321,#918151,#465945,#414833,#1a2421,#1a2421
39614-4david.jpg,#635147,#1a1110,#3d2b1f,#100c08,#534b4f,#c19a6b,#fad6a5,#483c32,#ffc87c,#483c32
36611-morning.jpg,#1a1110,#779ecb,#1a2421,#1a1110,#635147,#6082b6,#536878,#1a2421,#bcd4e6,#faf0e6
31972-10expuls.jpg,#7c4848,#1a2421,#3d2b1f,#b38b6d,#483c32,#a57164,#674846,#483c32,#1a1110,#e6be8a
35867-philemon.jpg,#3d2b1f,#6f4e37,#1a2421,#654321,#c19a6b,#918151,#1a2421,#e6be8a,#f5deb3,#1a2421
23257-03rossi2.jpg,#321414,#1a1110,#6f4e37,#bc987e,#645452,#536872,#979aaa,#aa98a9,#1a2421,#eae0c8
06193-granduke.jpg,#1a1110,#321414,#321414,#79443b,#645452,#701c1c,#aa98a9,#bc8f8f,#36454f,#4f666a
36371-3heretic.jpg,#645452,#cd9575,#4f666a,#3b3c36,#ad6f69,#343434,#353839,#674c47,#3b3c36,#ecebbd
10335-1couple1.jpg,#000,#100c08,#cd9575,#1a1110,#2c1608,#af4035,#edc9af,#701c1c,#cb6d51,#e6be8a
36219-tripticx.jpg,#cd9575,#826644,#100c08,#100c08,#f5deb3,#3c1414,#f8b878,#b87333,#ad6f69,#654321
40991-01crucif.jpg,#826644,#cba135,#b78727,#321414,#1a1110,#e4d96f,#654321,#4d5d53,#8fbc8f,#654321
41512-dante.jpg,#1a2421,#efdecd,#1a2421,#635147,#cd9575,#4f666a,#343434,#cd5b45,#696969,#dea5a4
35703-damsquar.jpg,#321414,#aa98a9,#696969,#aa98a9,#645452,#d3d3d3,#8b8589,#a99a86,#483c32,#789
41958-1allegor.jpg,#100c08,#321414,#6f4e37,#bebebe,#a99a86,#100c08,#483c32,#592720,#918151,#645452
34370-salerno.jpg,#2c1608,#826644,#b38b6d,#dbd7d2,#92a1cf,#4b5320,#b19cd9,#efdecd,#1a2421,#a67b5b
03614-7holyfam.jpg,#343434,#635147,#f0fff0,#343434,#d99058,#343434,#483c32,#50404d,#483c32,#a0785a
34181-0taste.jpg,#1a1110,#1a1110,#3d2b1f,#635147,#bc987e,#a0785a,#483c32,#483c32,#1a1110,#51484f
37983-prisonin.jpg,#1a1110,#6f4e37,#654321,#1a1110,#1a1110,#c19a6b,#1a1110,#918151,#e6be8a,#534b4f
35681-2watermi.jpg,#e3dac9,#3d2b1f,#635147,#bc987e,#483c32,#c9c0bb,#918151,#3d2b1f,#483c32,#979aaa
28931-quaiaugu.jpg,#836953,#a99a86,#253529,#918151,#253529,#4d5d53,#1a2421,#414833,#1a2421,#8b8589
17928-viewnijm.jpg,#79443b,#c19a6b,#3d2b1f,#1a1110,#4b3621,#e6be8a,#a67b5b,#100c08,#e6be8a,#a67b5b
17227-copies19.jpg,#826644,#b38b6d,#3d2b1f,#555d50,#253529,#a0785a,#483c32,#1a2421,#848482,#414833
19976-2melanch.jpg,#7c4848,#7c4848,#a99a86,#1a2421,#1a2421,#1a2421,#e3dac9,#722f37,#1a1110,#555d50
23628-robbery.jpg,#3d2b1f,#6f4e37,#592720,#bc987e,#f5deb3,#483c32,#3d2b1f,#a0785a,#979aaa,#a57164
13761-davic.jpg,#1a1110,#3d2b1f,#645452,#1a2421,#a99a86,#ecebbd,#dcdcdc,#1a2421,#c9c0bb,#78866b
14144-05p_parc.jpg,#3d2b1f,#635147,#eae0c8,#bc987e,#c9c0bb,#1a2421,#483c32,#a0785a,#483c32,#51484f
07800-07holyc.jpg,#6f4e37,#3d2b1f,#a99a86,#4b3621,#918151,#253529,#8b8589,#848482,#555,#1a2421
37478-market1.jpg,#3d2b1f,#6f4e37,#1a1110,#c19a6b,#1a2421,#654321,#a67b5b,#701c1c,#e6be8a,#1a2421
04993-frederic.jpg,#483d8b,#7c4848,#bc987e,#1c352d,#36454f,#3d2b1f,#e3dac9,#3d2b1f,#645452,#592720
09101-dance1.jpg,#6f4e37,#3c341f,#253529,#4b5320,#c19a6b,#a67b5b,#414a4c,#253529,#253529,#414a4c
00809-altar_sm.jpg,#826644,#c19a6b,#1a2421,#3d2b1f,#645452,#a67b5b,#d9603b,#1a1110,#e6be8a,#592720
24600-st_john4.jpg,#79443b,#321414,#3d2b1f,#c19a6b,#eae0c8,#592720,#a67b5b,#e6be8a,#722f37,#674846
09980-samson.jpg,#1a1110,#1a2421,#3d2b1f,#6f4e37,#bc987e,#483c32,#edc9af,#e6be8a,#555,#483c32
39092-07rezzo6.jpg,#bc987e,#826644,#dbd7d2,#e3dac9,#aa98a9,#d6cadd,#b78727,#3c1414,#696969,#a2a2d0
35494-26mythol.jpg,#1a2421,#6f4e37,#1a1110,#1a2421,#bc987e,#100c08,#91a3b0,#e3dac9,#918151,#483c32
31245-discover.jpg,#826644,#c19a6b,#321414,#3d2b1f,#a67b5b,#696969,#4b5320,#848482,#d2b48c,#f5deb3
09827-portgent.jpg,#321414,#2c1608,#674c47,#801818,#bc8f8f,#801818,#edc9af,#1a2421,#483c32,#1a2421
35684-bentheij.jpg,#1a2421,#a99a86,#635147,#979aaa,#d6cadd,#1a1110,#a9a9a9,#dbd7d2,#d3d3d3,#483c32
32135-fourbulm.jpg,#a99a86,#635147,#e3dac9,#3d2b1f,#979aaa,#1a1110,#696969,#8b8589,#796878,#592720
15992-cardinal.jpg,#7c4848,#a99a86,#3d2b1f,#cfcfc4,#592720,#dcdcdc,#645452,#3d2b1f,#a9a9a9,#e5e4e2
15314-queen_e1.jpg,#7c4848,#100c08,#3c1414,#a99a86,#1a1110,#696969,#1a1110,#4f666a,#701c1c,#997a8d
28403-drinking.jpg,#3d2b1f,#1a2421,#6f4e37,#4b3621,#a99a86,#555d50,#eae0c8,#8b8589,#918151,#1a2421
06175-00altar.jpg,#bebebe,#bc987e,#826644,#e3dac9,#3d2b1f,#1a2421,#321414,#d2b48c,#7c4848,#536872
43009-03lynx3.jpg,#100c08,#321414,#6f4e37,#000,#bc987e,#918151,#4b3621,#483c32,#c9c0bb,#100c08
32447-lazarus.jpg,#1a2421,#645452,#645452,#a99a86,#483c32,#3d2b1f,#dbd7d2,#aa98a9,#483c32,#dcdcdc
38313-christ_s.jpg,#321414,#6f4e37,#c19a6b,#f5deb3,#1a1110,#654321,#483c32,#e6be8a,#a0785a,#cb6d51
37035-holyfami.jpg,#321414,#c0c0c0,#80461b,#704214,#1a2421,#701c1c,#c2b280,#b78727,#1a2421,#1a2421
05999-governor.jpg,#321414,#100c08,#6f4e37,#1a1110,#c19a6b,#eae0c8,#654321,#100c08,#483c32,#918151
25338-portlady.jpg,#1a2421,#6f4e37,#c19a6b,#4b3621,#a0785a,#1a2421,#e6be8a,#1a1110,#701c1c,#1a2421
23242-interior.jpg,#bc987e,#7c4848,#e3dac9,#8c92ac,#696969,#645452,#3c341f,#c9c0bb,#979aaa,#483c32
29421-marsolli.jpg,#3d2b1f,#6f4e37,#bc987e,#483c32,#918151,#4d5d53,#343434,#483c32,#e6be8a,#1a2421
14389-oratory.jpg,#645452,#a99a86,#a9a9a9,#a9a9a9,#645452,#1a2421,#3d2b1f,#aa98a9,#696969,#4f666a
19250-stillif9.jpg,#1a1110,#3d2b1f,#635147,#c19a6b,#592720,#1a2421,#edc9af,#a67b5b,#e6be8a,#534b4f
18204-0209grec.jpg,#1a1110,#321414,#6f4e37,#645452,#100c08,#bc987e,#483c32,#483c32,#536872,#eae0c8
41412-18chape2.jpg,#bc987e,#826644,#edc9af,#3d2b1f,#a57164,#e6be8a,#592720,#3d2b1f,#ddadaf,#a0785a
20135-selfpor.jpg,#100c08,#1a1110,#3d2b1f,#79443b,#cd9575,#f4c2c2,#654321,#dea5a4,#cb6d51,#100c08
36733-triumph.jpg,#1a1110,#321414,#645452,#1a2421,#645452,#a99a86,#592720,#534b4f,#aa98a9,#483c32
17941-rivervie.jpg,#c2b280,#826644,#d2b48c,#a67b5b,#cfcfc4,#4b3621,#654321,#483c32,#343434,#674846
16344-virtu_2.jpg,#aa98a9,#696969,#a9a9a9,#c4c3d0,#a99a86,#555,#796878,#bebebe,#808080,#c4c3d0
10695-grape_cl.jpg,#eae0c8,#6f4e37,#1a2421,#bc987e,#918151,#253529,#4d5d53,#555,#253529,#4b5320
01101-man_port.jpg,#1a1110,#cd9575,#826644,#3d2b1f,#1a1110,#1a1110,#4f666a,#36454f,#cb6d51,#e6be8a
38560-barninte.jpg,#321414,#6f4e37,#a99a86,#918151,#4b3621,#eae0c8,#979aaa,#1a1110,#d2b48c,#1a1110
44574-p_family.jpg,#1a1110,#b38b6d,#826644,#321414,#592720,#edc9af,#a0785a,#e6be8a,#100c08,#cb6d51
42414-wrecked.jpg,#696969,#a99a86,#555,#a9a9a9,#1a2421,#696969,#c9c0bb,#a9a9a9,#c0c0c0,#c9c0bb
44165-queen1.jpg,#1a1110,#3d2b1f,#6f4e37,#100c08,#722f37,#bc987e,#e3dac9,#d2b48c,#a0785a,#592720
09780-adormagi.jpg,#3c1414,#6f4e37,#c19a6b,#321414,#654321,#e3dac9,#a67b5b,#dcdcdc,#cb6d51,#592720
40374-3battle.jpg,#1a2421,#6f4e37,#c19a6b,#1a2421,#918151,#483c32,#4d5d53,#e6be8a,#f3e5ab,#cd5b45
17056-paris06.jpg,#dcdcdc,#7c4848,#3d2b1f,#e5e4e2,#b38b6d,#1a1110,#91a3b0,#1a2421,#1a2421,#4f666a
25322-triptyc2.jpg,#3d2b1f,#6f4e37,#eae0c8,#1a2421,#bc987e,#534b4f,#000,#654321,#e6be8a,#483c32
17933-castle.jpg,#635147,#a99a86,#321414,#918151,#edc9af,#1a1110,#d2b48c,#100c08,#483c32,#483c32
02826-landscap.jpg,#e3dac9,#c3b091,#826644,#3d2b1f,#918151,#c9c0bb,#dcdcdc,#1a1110,#483c32,#aa98a9
08650-05lean_d.jpg,#967117,#3d2b1f,#6c541e,#b78727,#d99058,#e9d66b,#fadfad,#100c08,#e9692c,#7c1c05
30002-two_dogs.jpg,#6f4e37,#3d2b1f,#4f666a,#789,#708090,#4b3621,#a99a86,#2f4f4f,#367588,#5f9ea0
44080-04philip.jpg,#1a2421,#253529,#534b4f,#1a1110,#bc987e,#edc9af,#3b444b,#534b4f,#836953,#483c32
08438-pilgrim.jpg,#635147,#3d2b1f,#a99a86,#1a1110,#1a1110,#f5deb3,#1a2421,#9f8170,#d2b48c,#483c32
39483-01selfpo.jpg,#100c08,#1a1110,#100c08,#933d41,#d99058,#100c08,#654321,#cb6d51,#e6be8a,#fc9
39421-1lastsu1.jpg,#1a1110,#3d2b1f,#6f4e37,#b38b6d,#483c32,#483c32,#674846,#a0785a,#cb6d51,#483c32
21965-6stjohn.jpg,#321414,#933d41,#e08d3c,#654321,#321414,#f8b878,#cb6d51,#b87333,#1a1110,#483c32
08142-horses.jpg,#321414,#635147,#536878,#1a1110,#bc987e,#708090,#f5deb3,#100c08,#8c92ac,#e6be8a
11632-sacrific.jpg,#826644,#cd9575,#3d2b1f,#eae0c8,#cb6d51,#483c32,#7c4848,#e6be8a,#3d2b1f,#483c32
16784-1south5.jpg,#3d2b1f,#79443b,#bc987e,#cfcfc4,#654321,#654321,#696969,#98777b,#a67b5b,#c9c0bb
15911-02mad_ch.jpg,#321414,#79443b,#1a1110,#bc987e,#592720,#701c1c,#a0785a,#645452,#edc9af,#483c32
37530-5domeni.jpg,#7c4848,#a99a86,#cfcfc4,#3d2b1f,#3d2b1f,#645452,#1a2421,#483c32,#dbd7d2,#aa98a9
42011-stupinig.jpg,#645452,#a99a86,#3d2b1f,#4f666a,#253529,#555d50,#dbd7d2,#979aaa,#dcdcdc,#aa98a9
19977-3pembert.jpg,#f5f5f5,#f4f0ec,#321414,#a99a86,#635147,#51484f,#3b444b,#f5f5f5,#534b4f,#1a2421
13007-fam_port.jpg,#2c1608,#1a1110,#100c08,#6f4e37,#c5b358,#e6be8a,#a67b5b,#654321,#1a1110,#fad6a5
37401-portrait.jpg,#1a2421,#321414,#321414,#555,#635147,#bc987e,#36454f,#534b4f,#e3dac9,#8c92ac
30601-1murano3.jpg,#826644,#bc987e,#3c1414,#8c92ac,#e3dac9,#536878,#654321,#701c1c,#d3d3d3,#a67b5b
41161-x_celle.jpg,#2c1608,#996515,#c19a6b,#1a1110,#b78727,#654321,#1a2421,#d2b48c,#a9a9a9,#cfcfc4
01141-portrai2.jpg,#2c1608,#80461b,#bc987e,#100c08,#654321,#918151,#882d17,#d2b48c,#1a1110,#e3dac9
06515-11misant.jpg,#321414,#7c4848,#bc987e,#cfcfc4,#100c08,#654321,#e6be8a,#654321,#a67b5b,#a57164
00202-holyfam.jpg,#321414,#6f4e37,#654321,#701c1c,#bc987e,#1a2421,#1c352d,#4d5d53,#4f666a,#d2b48c
15104-magi.jpg,#3d2b1f,#6f4e37,#bc987e,#e3dac9,#3d2b1f,#722f37,#722f37,#483c32,#ad6f69,#343434
04803-cremona1.jpg,#3d2b1f,#635147,#a99a86,#1a2421,#536878,#3d2b1f,#aa98a9,#645452,#36454f,#91a3b0
04105-herdsmen.jpg,#321414,#1a1110,#6f4e37,#cd9575,#654321,#1a1110,#918151,#534b4f,#51484f,#483c32
00133-gentlema.jpg,#3d2b1f,#826644,#c3b091,#654321,#c9c0bb,#c9c0bb,#918151,#b2beb5,#1a2421,#bebebe
24890-triptyc2.jpg,#1a1110,#d9603b,#af4035,#592720,#e2725b,#321414,#000,#000,#722f37,#674846
30876-mtrinity.jpg,#7c4848,#bc987e,#3d2b1f,#e3dac9,#3d2b1f,#614051,#592720,#d2b48c,#a0785a,#483c32
16780-1south1.jpg,#826644,#bc987e,#3d2b1f,#4f666a,#aa98a9,#1a2421,#edc9af,#979aaa,#4d5d53,#696969
07466-08cardsh.jpg,#321414,#1a1110,#7c4848,#1a1110,#722f37,#cd9575,#f5deb3,#674846,#722f37,#1a1110
41356-02sancta.jpg,#1c352d,#635147,#3c341f,#a99a86,#4d5d53,#dcdcdc,#555d50,#253529,#979aaa,#cfcfc4
28840-fresco1.jpg,#635147,#a99a86,#3d2b1f,#e3dac9,#1a2421,#1a1110,#d2b48c,#1a2421,#918151,#4b3621
42197-stillife.jpg,#321414,#6f4e37,#701c1c,#a99a86,#1a2421,#654321,#1c352d,#918151,#cfcfc4,#321414
38935-13zenobi.jpg,#321414,#7c4848,#1a1110,#b38b6d,#696969,#100c08,#9f8170,#592720,#edc9af,#848482
33481-13mythom.jpg,#3d2b1f,#1a2421,#6f4e37,#c19a6b,#fad6a5,#483c32,#4b3621,#e6be8a,#a67b5b,#3d2b1f
41294-10ladisl.jpg,#79443b,#3d2b1f,#b38b6d,#eae0c8,#483c32,#3d2b1f,#cd5b45,#a0785a,#d2b48c,#483c32
08494-08early.jpg,#1a1110,#321414,#1a1110,#536872,#e3dac9,#79443b,#c3b091,#1a1110,#789,#4f666a
36123-d_carlos.jpg,#321414,#100c08,#79443b,#bc987e,#100c08,#654321,#645452,#edc9af,#aa98a9,#ad6f69
21252-musical1.jpg,#3d2b1f,#6f4e37,#704214,#bc987e,#1c352d,#edc9af,#1a2421,#a67b5b,#2f4f4f,#004953
37927-visitor.jpg,#321414,#1a1110,#6f4e37,#bc987e,#eae0c8,#1a2421,#1a2421,#654321,#654321,#918151
35864-stillife.jpg,#1a1110,#6f4e37,#bc987e,#100c08,#1a2421,#654321,#dbd7d2,#dcdcdc,#1a2421,#555
33511-16portra.jpg,#1a2421,#100c08,#1a1110,#635147,#a99a86,#100c08,#e3dac9,#555,#483c32,#483c32
23000-sextet.jpg,#6f4e37,#3c1414,#2c1608,#654321,#918151,#c19a6b,#701c1c,#7b1113,#e9d66b,#253529
39606-32mark.jpg,#100c08,#100c08,#826644,#c19a6b,#eedc82,#a67b5b,#100c08,#f7e98e,#654321,#654321
42893-1view0.jpg,#c3b091,#e3dac9,#826644,#3d2b1f,#c9c0bb,#a0785a,#a9a9a9,#d3d3d3,#654321,#d3d3d3
29184-8death.jpg,#933d41,#3d2b1f,#1a1110,#c19a6b,#654321,#cb6d51,#1a2421,#a67b5b,#e6be8a,#e3dac9
20331-hollyhoc.jpg,#3d2b1f,#674c47,#1a2421,#efdecd,#bc987e,#483c32,#645452,#1a2421,#e5e4e2,#4f666a
37498-stillfru.jpg,#1a1110,#000,#6f4e37,#100c08,#c19a6b,#100c08,#918151,#701c1c,#4b3621,#deb887
38687-readin_m.jpg,#321414,#826644,#bc987e,#1a2421,#918151,#654321,#eae0c8,#701c1c,#e6be8a,#1a1110
20400-rest_fli.jpg,#3d2b1f,#7c4848,#321414,#a99a86,#722f37,#e3dac9,#8c92ac,#722f37,#6e7f80,#a57164
44304-christop.jpg,#7c4848,#1a2421,#f0ead6,#bc987e,#1a2421,#1a2421,#dcdcdc,#a2add0,#1a2421,#8a795d
12026-grocery.jpg,#321414,#6f4e37,#e5aa70,#321414,#592720,#f5deb3,#e6be8a,#a67b5b,#674846,#cb6d51
30520-s_jerome.jpg,#3d2b1f,#321414,#635147,#e5e4e2,#555,#b38b6d,#353839,#645452,#592720,#979aaa
21646-rinaldo1.jpg,#1a1110,#1a2421,#6f4e37,#1a2421,#bc987e,#536878,#4f666a,#414833,#edc9af,#918151
17903-1sandy.jpg,#1a2421,#a99a86,#836953,#dbd7d2,#9f8170,#1a1110,#1a1110,#483c32,#1a1110,#c9c0bb
17268-auvers28.jpg,#a99a86,#826644,#cfcfc4,#979aaa,#555d50,#979aaa,#918151,#536878,#a9a9a9,#c9c0bb
34366-venice.jpg,#91a3b0,#c4c3d0,#bebebe,#536878,#a9a9a9,#708090,#a99a86,#645452,#dbd7d2,#1a2421
13255-river_la.jpg,#321414,#eae0c8,#6f4e37,#c3b091,#654321,#918151,#c9c0bb,#1a1110,#1a1110,#483c32
42999-2lepanto.jpg,#321414,#635147,#bc987e,#100c08,#1a1110,#e3dac9,#918151,#979aaa,#4b3621,#1a1110
38750-colbert1.jpg,#1a1110,#3d2b1f,#826644,#c5b358,#b78727,#4b3621,#e9d66b,#f3e5ab,#465945,#1a2421
25929-angel1.jpg,#826644,#536878,#bc987e,#8c92ac,#3d2b1f,#e3dac9,#708090,#696969,#aa98a9,#4b3621
11423-papadop1.jpg,#826644,#321414,#a99a86,#e3dac9,#a0785a,#483c32,#1a1110,#c9c0bb,#c9c0bb,#555d50
35142-pigalle.jpg,#1a2421,#635147,#1a2421,#c19a6b,#4f666a,#4d5d53,#483c32,#253529,#789,#918151
42009-stprocess.jpg,#1a2421,#1a2421,#7c4848,#bc987e,#3d2b1f,#edc9af,#534b4f,#592720,#483c32,#555
04538-stia_tri.jpg,#000,#826644,#c19a6b,#1a2421,#f5deb3,#4f666a,#1a2421,#722f37,#674c47,#cd7f32
34194-lamentat.jpg,#1a1110,#1a1110,#c2b280,#6f4e37,#edc9af,#e6be8a,#918151,#592720,#1a2421,#654321
00186-4winter.jpg,#c19a6b,#826644,#321414,#1a1110,#edc9af,#483c32,#e6be8a,#a67b5b,#a67b5b,#645452
40789-crucifix.jpg,#2c1608,#6f4e37,#d99058,#701c1c,#321414,#f3e5ab,#b87333,#cb6d51,#e6be8a,#100c08
32430-1valle2.jpg,#645452,#3d2b1f,#a99a86,#91a3b0,#1a2421,#e3dac9,#4f666a,#979aaa,#1a2421,#483c32
44424-golden.jpg,#1a2421,#1a1110,#321414,#645452,#4f666a,#a99a86,#8c92ac,#483c32,#1a2421,#555d50
21495-apostoli.jpg,#645452,#3d2b1f,#aa98a9,#696969,#a99a86,#4f666a,#1a2421,#efdecd,#979aaa,#343434
11155-1870s_17b.jpg,#635147,#3d2b1f,#a99a86,#918151,#483c32,#253529,#555d50,#cfcfc4,#100c08,#c9c0bb
06896-madonna.jpg,#2c1608,#6f4e37,#c19a6b,#f3e5ab,#e6be8a,#654321,#a67b5b,#321414,#654321,#cb6d51
13740-5virtue1.jpg,#3d2b1f,#a99a86,#826644,#cfcfc4,#654321,#918151,#a9a9a9,#a9a9a9,#1a2421,#d3d3d3
22557-0view2.jpg,#826644,#bc987e,#e3dac9,#3d2b1f,#a0785a,#d2b48c,#1a1110,#367588,#91a3b0,#592720
26625-09_5nw.jpg,#7c4848,#bc987e,#e3dac9,#3c1414,#7c4848,#592720,#3c1414,#a57164,#722f37,#bc8f8f
12043-drops_wp.jpg,#1a2421,#1a2421,#3d2b1f,#6f4e37,#bc987e,#e3dac9,#4b3621,#b78727,#253529,#e6be8a
16357-10scenes.jpg,#bc987e,#7c4848,#eae0c8,#66424d,#4b3621,#592720,#673147,#483c32,#fadadd,#a57164
10401-08carita.jpg,#100c08,#321414,#826644,#bc987e,#100c08,#a0785a,#51484f,#edc9af,#483c32,#c9c0bb
36325-gregory.jpg,#933d41,#1a1110,#1a1110,#3d2b1f,#eae0c8,#722f37,#bc987e,#cd5b45,#e6be8a,#722f37
39551-medici1.jpg,#100c08,#1a2421,#bc987e,#1a2421,#645452,#edc9af,#1a2421,#534b4f,#483c32,#a57164
03286-stlawren.jpg,#996515,#c19a6b,#b78727,#c9c0bb,#321414,#ad6f69,#701c1c,#801818,#933d41,#d2b48c
06613-bouquet.jpg,#1a1110,#100c08,#7c4848,#bc987e,#321414,#eae0c8,#645452,#cd5b45,#701c1c,#536872
03178-lastjudg.jpg,#7c4848,#321414,#1a1110,#bc987e,#100c08,#a0785a,#483c32,#e3dac9,#645452,#e6be8a
42839-07cruci2.jpg,#321414,#100c08,#1a1110,#6f4e37,#100c08,#701c1c,#555,#555,#b38b6d,#483c32
09352-lahues.jpg,#321414,#6f4e37,#edc9af,#c19a6b,#4b3621,#e6be8a,#ad6f69,#321414,#a0785a,#483c32
